umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
33.0,Laki-laki,Pegawai swasta,Pekanbaru,9.796.290.900.061.020,1.0,0,8.861.751.756.975.380,19.234.774.266.726.500,Shoulder & Head,0.0,S2,7.0,5.186.722.573.948.470
25.0,Laki-laki,Pegawai swasta,Bandung,8.330.980.630.311.200,1.0,0,5.607.875.723.567.160,15.931.920.114.571.200,Shoulder & Head,0.0,S1,2.0,3.256.034.118.155.380
30.0,Perempuan,Pegawai swasta,Yogyakarta,7.630.873.969.832.550,1.0,0,6.787.734.016.730.640,16.994.691.149.268.100,Shoulder & Head,0.0,S1,8.0,4.041.561.924.507.020
54.0,Perempuan,Freelance,Ambon,5.462.124.302.480.800,1.0,0,9.350.138.922.409.130,20.117.987.501.750.600,Moonsilk,1.0,S1,4.0,48.086.923.796.417.300
32.0,Laki-laki,PNS,Tanjungselor,1.674.433.282.830.230,1.0,0,4.764.328.047.488.610,18.205.846.362.036.800,Pantone,1.0,S1,1.0,47.521.434.092.155.700
54.0,Laki-laki,PNS,Mataram,7.741.196.054.828.020,1.0,0,4.812.265.384.489.520,1.720.048.607.021.030,Deadbuoy,1.0,SMA,3.0,25.218.910.707.242.800
49.0,Laki-laki,Pegawai swasta,Banda Lampung,11.943.290.487.728.300,1.0,0,502.389.544.894.514,15.669.860.583.675.400,Shoulder & Head,1.0,SMP,5.0,30.902.500.844.510.300
41.0,Perempuan,PNS,Palangkaraya,5.294.692.632.916.740,1.0,0,63.964.865.276.087.300,167.265.405.109.357,Deadbuoy,0.0,S1,9.0,5.923.475.466.553.410
53.0,Laki-laki,Pegawai swasta,Makassar,13.708.099.895.636.800,1.0,0,566.309.979.057.871,1.703.409.485.125.270,Merpati,0.0,S1,3.0,5.625.703.721.843.590
39.0,Laki-laki,PNS,Tanjung Pinang,63.818.127.288.973.800,1.0,0,5.143.078.984.500.530,1.653.519.899.788.260,Deadbuoy,0.0,S1,1.0,4.334.678.354.076.020
30.0,Laki-laki,Pegawai swasta,Jayapura,8.900.588.940.187.620,1.0,0,5.090.530.877.197.060,18.236.473.148.391.600,Pantone,1.0,S1,4.0,5.084.755.381.676.080
43.0,,Pegawai swasta,Jayapura,5.935.849.441.176.780,1.0,0,6.486.022.136.673.710,17.955.090.634.120.900,Moonsilk,1.0,SMA,6.0,6.363.448.309.100.190
40.0,Laki-laki,Freelance,Banda Lampung,6.119.382.581.900.810,1.0,0,7.802.565.726.469.860,17.563.390.840.559.200,Deadbuoy,1.0,S1,6.0,45.530.282.619.811.200
11.0,Perempuan,PNS,Palu,6.188.549.084.139.360,0.0,0,5.422.059.833.020.960,16.880.102.579.150.600,Moonsilk,0.0,SMA,10.0,3.740.470.610.953.750
35.0,Perempuan,Pegawai swasta,Manokwari,7.251.102.761.267.150,1.0,0,7.556.713.568.092.340,1.944.477.731.628.220,Pantone,1.0,SMA,4.0,45.806.094.973.153.600
37.0,Perempuan,Pegawai swasta,Mamuju,3.137.546.926.312.480,1.0,0,4.609.751.902.765.010,1.570.517.181.454.310,Pantone,0.0,S1,4.0,22.280.882.128.049.000
38.0,Laki-laki,PNS,Semarang,761.416.211.081.635,1.0,1,475.672.009.844.387,1.616.056.622.559.470,Shoulder & Head,0.0,S1,5.0,6.995.792.497.229.670
42.0,Perempuan,Pegawai swasta,Kendari,8.253.269.433.504.880,1.0,0,4.870.207.131.924.540,1.755.822.996.340.560,Merpati,1.0,S1,4.0,5.327.530.481.532.130
37.0,Laki-laki,Pegawai swasta,Gorontalo,74.309.160.103.658.300,1.0,0,508.099.278.869.053,15.357.925.849.683.000,Shoulder & Head,0.0,S1,7.0,4.465.001.844.973.780
52.0,Laki-laki,Pegawai swasta,Jambi,6.260.747.971.724.460,1.0,0,6.993.837.992.484.000,1.726.379.521.750.410,Deadbuoy,1.0,SMP,5.0,72.008.546.781.013
31.0,Laki-laki,Pengangguran,Tanjungselor,16.559.451.184.389.900,1.0,0,686.447.426.398.671,1.605.897.652.765.830,Moonsilk,1.0,SMP,9.0,9.829.930.908.372.660
47.0,Laki-laki,Pegawai swasta,Jakarta,550.953.816.621.745,1.0,0,4.899.592.970.767.160,15.680.974.404.916.600,Shoulder & Head,0.0,S2,7.0,5.285.170.074.549.160
46.0,Laki-laki,Pegawai swasta,Jakarta,37.666.608.423.333.100,1.0,0,5.236.700.176.511.770,1.655.345.788.851.530,Pantone,0.0,S1,2.0,5.357.950.941.645.840
35.0,Perempuan,PNS,Makassar,13.178.574.279.030.100,1.0,1,48.632.843.190.488.900,1.864.952.363.633.460,Deadbuoy,0.0,SMA,9.0,7.498.881.864.627.030
55.0,Perempuan,Pegawai swasta,Samarinda,6.626.580.651.687.000,1.0,0,57.503.089.042.162.500,1.786.295.407.944.470,Deadbuoy,1.0,S1,10.0,6.248.623.870.760.330
56.0,Laki-laki,Freelance,Kendari,4.845.642.557.430.290,1.0,0,6.702.207.826.913.920,16.948.842.435.586.900,Shoulder & Head,1.0,SMA,2.0,5.229.602.075.586.380
34.0,Laki-laki,Pegawai swasta,Bandung,6.155.233.807.742.620,1.0,0,4.571.625.545.252.930,1.532.317.515.295.180,Moonsilk,0.0,S1,3.0,358.074.436.322.392
45.0,Laki-laki,Freelance,Palembang,10.171.340.569.254.000,1.0,0,5.536.255.802.945.310,18.271.358.992.210.500,Deadbuoy,0.0,SMP,10.0,44.816.270.026.715.600
35.0,Perempuan,PNS,Padang,8.524.418.050.365.190,1.0,,615.514.380.706.712,16.728.682.607.132.700,Moonsilk,0.0,S2,9.0,49.081.637.420.362.000
48.0,Laki-laki,PNS,Palu,8.326.773.753.767.380,1.0,0,4.816.093.724.563.170,1.663.544.705.100.440,Moonsilk,1.0,SMA,3.0,7.007.026.925.026.170
55.0,Perempuan,PNS,Gorontalo,6.426.787.543.844.880,1.0,0,,16.216.011.890.876.900,Pantone,0.0,SMA,5.0,6.454.132.505.661.000
28.0,Laki-laki,,Tanjungselor,4.857.236.426.348.600,1.0,0,5.447.927.683.613.100,16.473.855.423.173.200,Merpati,0.0,SMA,3.0,7.398.231.191.697.210
48.0,Perempuan,Pegawai swasta,Jakarta,588.816.436.304.534,1.0,1,4.950.687.013.128.960,1.591.672.038.148.350,Deadbuoy,1.0,S3,2.0,6.026.458.784.850.400
27.0,Laki-laki,PNS,Tanjungselor,9.137.886.368.006.500,1.0,1,6.974.412.472.066.620,1.770.139.558.900.290,Moonsilk,0.0,S1,8.0,6.877.199.815.285.030
61.0,Laki-laki,Freelance,Banda Aceh,10.145.591.449.886.600,1.0,0,5.015.939.782.817.970,15.267.941.875.583.200,Shoulder & Head,0.0,SD,7.0,6.886.451.269.122.210
50.0,Perempuan,,Bengkulu,15.403.426.819.347.100,1.0,1,6.776.696.434.473.450,16.794.138.132.339.400,Merpati,0.0,SMA,9.0,715.534.849.219.781
57.0,Laki-laki,PNS,Padang,16.118.208.367.771.000,1.0,0,5.568.225.162.469.350,1.739.063.036.676.660,Merpati,0.0,,7.0,7.897.388.674.556.720
31.0,Laki-laki,Pegawai swasta,Banda Aceh,6.189.960.802.319.700,1.0,1,57.569.974.534.836.100,17.006.889.343.034.400,Shoulder & Head,0.0,S1,2.0,4.224.036.741.400.080
39.0,Laki-laki,Pegawai swasta,Medan,9.853.433.763.907.120,1.0,0,6.959.384.198.219.750,17.417.590.754.721.600,Pantone,0.0,SMA,8.0,5.855.955.072.256.590
47.0,Laki-laki,PNS,Tanjungselor,1.314.772.780.945.070,1.0,0,55.092.442.309.503.500,17.369.273.538.544.100,Pantone,0.0,S2,3.0,5.192.204.766.874.090
52.0,Laki-laki,PNS,Banjarmasin,,1.0,1,59.226.228.015.630.500,16.693.295.522.651.300,Merpati,0.0,S1,3.0,9.885.436.801.493.070
28.0,Laki-laki,Freelance,Medan,5.423.055.410.976.150,1.0,0,5.742.286.498.356.430,1.599.581.900.691.560,Moonsilk,0.0,S1,3.0,2.893.705.808.259.810
45.0,Laki-laki,PNS,Surabaya,6.133.341.906.261.690,1.0,0,50.613.320.933.875.100,1.719.972.800.952.490,Deadbuoy,1.0,S1,4.0,6.989.335.634.340.330
60.0,Laki-laki,,Palu,,1.0,0,59.392.271.763.045.200,16.995.346.797.388.000,Pantone,1.0,S2,3.0,5.337.805.145.808.000
38.0,,Freelance,Bandung,6.478.118.393.613.940,1.0,0,4.865.591.617.692.450,18.056.492.844.747.500,Deadbuoy,1.0,S1,8.0,38.674.212.394.223.500
34.0,Laki-laki,PNS,Yogyakarta,12.454.429.464.738.600,1.0,0,669.459.972.478.057,17.933.419.698.760.500,Deadbuoy,1.0,S1,3.0,5.078.977.599.952.900
29.0,Laki-laki,Pegawai swasta,Bandung,116.771.046.520.048,1.0,0,6.183.058.220.268.170,17.845.789.243.539.400,Shoulder & Head,0.0,S1,5.0,4.378.769.280.757.210
41.0,Laki-laki,PNS,Palembang,11.860.225.433.571.400,1.0,0,6.751.883.913.939.060,17.463.888.964.666.500,Deadbuoy,0.0,S1,9.0,7.153.173.080.766.950
38.0,Laki-laki,Freelance,Bengkulu,6.977.251.992.489.140,1.0,1,54.689.406.464.994.500,15.568.742.868.402.100,Pantone,1.0,S1,4.0,48.717.853.731.752.300
47.0,Perempuan,Freelance,Pekanbaru,7.584.566.181.067.360,1.0,1,6.546.069.651.662.490,16.638.733.697.436.900,Shoulder & Head,1.0,S1,4.0,6.111.385.688.097.620
42.0,Perempuan,Freelance,Yogyakarta,48.701.830.001.246.800,1.0,0,5.384.427.350.828.080,1.900.067.545.654.890,Pantone,0.0,S2,8.0,35.513.207.493.568.000
45.0,Laki-laki,PNS,Jayapura,8.418.290.677.057.220,1.0,0,4.814.236.021.128.790,18.308.125.210.238.300,Moonsilk,1.0,S1,8.0,7.349.323.409.598.880
26.0,Laki-laki,Pegawai swasta,Padang,4.253.788.646.754.230,1.0,1,59.971.047.192.191.800,15.342.762.875.594.700,Merpati,1.0,SMA,6.0,8.185.629.982.006.440
40.0,Laki-laki,Pegawai swasta,Surabaya,12.212.589.755.366.300,1.0,1,59.998.598.682.817.900,16.916.281.778.973.500,Deadbuoy,0.0,S1,6.0,6.792.275.906.294.300
19.0,Laki-laki,Freelance,Bengkulu,7.145.355.258.749.340,0.0,0,4.857.292.180.536.950,16.683.805.614.367.900,Shoulder & Head,0.0,SD,10.0,29.430.472.142.882.300
41.0,Perempuan,PNS,Mataram,16.261.383.929.604.000,1.0,0,475.631.608.893.552,1.753.591.863.749.740,Moonsilk,0.0,SMA,9.0,5.830.835.558.979.010
50.0,Perempuan,PNS,Banjarmasin,8.870.616.712.860.870,1.0,0,4.916.839.177.680.430,16.324.684.086.667.200,Moonsilk,0.0,S1,3.0,5.450.843.563.117.970
44.0,Laki-laki,PNS,Semarang,4.789.839.004.669.790,1.0,0,55.960.113.543.957.500,17.290.219.980.409.500,Merpati,0.0,S1,7.0,6.526.567.096.828.490
35.0,Laki-laki,Pegawai swasta,Pontianak,79.338.849.570.475.200,1.0,0,5.137.753.923.651.000,16.034.361.314.745.900,Deadbuoy,1.0,S1,7.0,6.247.578.423.087.820
28.0,Laki-laki,Freelance,Banjarmasin,23.709.625.987.921.000,1.0,0,7.182.570.482.694.400,17.309.313.173.899.800,Pantone,0.0,SMA,10.0,465.686.225.503.554
53.0,Perempuan,Freelance,Mataram,7.776.172.101.155.660,1.0,1,9.289.721.108.935.460,1.927.242.611.871.420,Deadbuoy,1.0,S1,9.0,7.937.150.413.333.390
39.0,Laki-laki,PNS,Banjarmasin,38.631.523.230.402.800,1.0,0,6.157.441.804.592.100,1.703.805.016.027.390,Deadbuoy,1.0,S2,3.0,6.119.384.627.511.710
32.0,Laki-laki,Pegawai swasta,Yogyakarta,6.024.409.248.448.580,1.0,0,44.432.438.385.069.600,15.457.885.919.965.800,Deadbuoy,0.0,SMA,9.0,4.712.292.357.889.080
51.0,Perempuan,Pegawai swasta,Tanjungselor,14.238.747.676.645.300,1.0,0,6.901.437.621.999.930,16.723.908.207.856.200,Shoulder & Head,1.0,S1,6.0,6.768.955.840.589.760
48.0,Laki-laki,Pegawai swasta,Gorontalo,1.044.971.787.774.690,1.0,0,6.400.330.036.860.000,1.822.974.913.757.810,Moonsilk,0.0,S1,3.0,4.897.775.323.241.040
42.0,Perempuan,PNS,Kendari,7.197.661.461.440.560,1.0,0,5.652.174.170.254.470,16.311.068.380.032.500,Deadbuoy,1.0,S1,6.0,6.304.287.888.344.580
,Perempuan,Pegawai swasta,Yogyakarta,5.921.816.265.361.700,1.0,0,5.020.837.421.355.690,16.533.889.359.776.100,Moonsilk,0.0,,1.0,1.716.336.703.632.430
35.0,Perempuan,PNS,,13.554.525.917.431.900,1.0,0,4.636.303.367.181.920,,Deadbuoy,0.0,S1,6.0,4.301.601.645.008.250
58.0,Laki-laki,PNS,Kupang,6.765.870.087.927.120,1.0,0,490.809.662.626.851,15.006.997.477.688.000,Shoulder & Head,0.0,SMA,3.0,6.914.857.651.750.080
37.0,Laki-laki,Pegawai swasta,Semarang,9.027.857.575.735.370,1.0,0,4.400.159.122.545.850,1.619.658.732.202.600,Shoulder & Head,0.0,S2,4.0,5.136.835.361.608.590
39.0,Laki-laki,PNS,Serang,8.051.073.750.428.450,1.0,0,5.347.892.456.723.170,15.672.060.399.414.800,Moonsilk,1.0,S1,2.0,4.860.364.312.432.670
36.0,Laki-laki,PNS,Jakarta,8.786.988.096.066.300,1.0,0,5.210.917.370.456.970,15.674.354.091.694.300,Moonsilk,1.0,S1,10.0,6.677.991.501.120.350
37.0,Laki-laki,PNS,Ambon,13.189.329.433.623.400,1.0,0,49.731.656.281.246.900,16.667.465.099.628.000,Moonsilk,1.0,SMA,2.0,5.713.181.287.321.000
28.0,Laki-laki,Pegawai swasta,Jakarta,758.437.825.184.341,1.0,0,6.742.199.242.821.660,15.400.165.509.924.900,Deadbuoy,0.0,SMP,7.0,4.091.031.443.880.070
39.0,Laki-laki,Pegawai swasta,Bandung,41.201.723.249.426.800,1.0,0,7.505.104.251.374.500,18.566.966.208.147.500,Shoulder & Head,0.0,S1,10.0,4.625.453.448.736.340
30.0,Perempuan,PNS,Denpasar,9.691.513.766.416.140,1.0,0,,16.252.469.929.777.600,Deadbuoy,1.0,S3,6.0,45.582.291.000.470.700
40.0,Perempuan,Pegawai swasta,Palangkaraya,9.116.658.198.325.920,1.0,0,53.686.941.980.784.900,18.451.808.196.849.200,Deadbuoy,1.0,S1,4.0,434.988.282.110.542
,Laki-laki,Pegawai swasta,Ambon,8.428.640.433.785.250,1.0,1,5.162.535.232.614.840,1.725.344.558.522.900,Pantone,1.0,S1,8.0,9.056.574.715.175.550
34.0,Laki-laki,Pegawai swasta,Serang,8.404.229.181.520.620,1.0,0,5.347.412.637.941.400,17.553.927.476.297.900,Moonsilk,0.0,SMA,10.0,47.492.463.764.741.700
35.0,Laki-laki,Pegawai swasta,Kendari,1.500.609.424.943.490,1.0,0,44.171.385.693.059.700,15.086.075.619.936.900,Moonsilk,1.0,S1,6.0,5.292.130.688.930.050
49.0,Perempuan,PNS,Serang,4.732.684.593.438.320,1.0,0,4.983.910.409.778.600,16.736.123.162.496.800,Moonsilk,0.0,SMA,4.0,4.865.226.633.837.520
42.0,Laki-laki,Pegawai swasta,Banda Lampung,14.279.172.340.498.500,1.0,0,5.013.003.247.368.240,174.372.861.099.627,Shoulder & Head,0.0,S1,8.0,5.871.790.221.987.910
38.0,Laki-laki,PNS,Banda Aceh,2.651.717.611.759.870,1.0,0,41.926.547.778.712.400,175.707.625.170.043,Pantone,0.0,SMP,10.0,614.193.872.300.285
47.0,Laki-laki,,Gorontalo,7.381.589.394.432.490,1.0,0,6.212.662.250.833.340,1.848.380.941.137.600,Shoulder & Head,1.0,SMA,4.0,5.737.821.257.887.990
48.0,Laki-laki,Pengangguran,Mataram,1.545.445.168.858.350,1.0,0,7.452.313.686.941.970,18.688.064.311.211.000,Pantone,0.0,S1,7.0,9.173.467.807.113.760
42.0,Laki-laki,PNS,Serang,7.557.606.002.645.610,1.0,0,5.115.312.661.362.730,17.735.899.966.665.300,Moonsilk,0.0,SMP,5.0,6.236.723.200.350.500
47.0,,PNS,Pangkalpinang,11.444.462.881.496.800,1.0,0,4.542.697.074.757.710,18.249.538.800.793.100,Deadbuoy,1.0,SMA,7.0,6.514.960.807.188.440
38.0,Laki-laki,PNS,Kupang,6.426.999.433.467.180,1.0,0,5.433.606.425.716.820,1.687.022.718.614.180,Merpati,1.0,S1,1.0,47.648.867.574.875.100
39.0,Laki-laki,PNS,Kendari,16.773.549.489.115.200,1.0,0,5.183.940.535.217.970,1.538.678.118.647.600,Merpati,0.0,S1,10.0,5.846.293.717.059.980
42.0,Laki-laki,PNS,Tanjung Pinang,8.859.341.669.440.600,1.0,0,5.418.493.593.639.060,17.811.460.732.023.900,Deadbuoy,1.0,S1,2.0,6.909.026.514.371.370
41.0,Perempuan,Freelance,Jakarta,6.603.973.653.182.740,1.0,0,5.600.364.123.392.550,15.812.405.305.570.800,Shoulder & Head,0.0,SMA,9.0,399.940.846.935.716
47.0,Perempuan,Pegawai swasta,Bengkulu,16.445.022.445.861.300,1.0,1,51.572.562.764.704.200,16.149.677.759.577.300,Deadbuoy,0.0,S1,5.0,5.781.219.367.468.750
24.0,Laki-laki,Pegawai swasta,Banda Aceh,5.351.220.848.622.510,1.0,0,7.364.599.189.555.250,17.977.210.828.338.700,Shoulder & Head,1.0,SMA,4.0,5.276.881.774.200.400
34.0,Laki-laki,Freelance,Jambi,9.100.960.955.138.270,1.0,0,5.449.874.631.218.490,15.732.257.258.692.400,Deadbuoy,0.0,S1,4.0,340.385.487.760.748
41.0,Laki-laki,Pegawai swasta,Pekanbaru,9.771.083.224.002.460,1.0,0,5.255.872.695.007.910,15.460.807.089.004.600,Moonsilk,1.0,S1,9.0,6.929.155.765.620.880
41.0,Laki-laki,Pegawai swasta,Yogyakarta,6.177.991.173.280.640,1.0,0,5.365.816.839.617.200,14.951.095.899.253.700,Shoulder & Head,1.0,SMA,4.0,6.108.249.605.354.070
44.0,Laki-laki,Pegawai swasta,Padang,6.740.615.454.482.850,1.0,0,5.751.926.219.790.920,,Merpati,0.0,S1,4.0,
31.0,Laki-laki,PNS,Kendari,4.584.518.422.747.360,1.0,1,5.409.815.523.677.240,17.125.792.741.753.500,Shoulder & Head,1.0,SMA,8.0,9.156.589.260.117.970
39.0,Laki-laki,Freelance,Tanjungselor,14.036.554.254.982.100,1.0,,6.935.725.639.102.440,17.283.760.303.335.800,Merpati,1.0,S1,5.0,41.714.035.274.249.900
,Laki-laki,Pengangguran,,893.697.193.469.514,1.0,0,5.481.726.411.794.030,17.696.902.494.198.500,Moonsilk,1.0,SMP,4.0,9.112.934.069.631.090
40.0,Laki-laki,Pegawai swasta,Mataram,10.872.486.499.339.400,1.0,0,60.953.189.893.259.100,15.995.541.555.805.700,Moonsilk,0.0,S1,4.0,3.663.189.913.996.390
53.0,Laki-laki,PNS,Tanjungselor,1.191.184.837.027.450,1.0,0,50.760.427.596.094.700,15.037.093.140.608.000,Deadbuoy,0.0,S1,6.0,7.280.873.692.570.130
48.0,Laki-laki,PNS,Semarang,34.880.968.807.970.200,1.0,0,5.956.280.381.390.980,18.424.091.445.984.600,Shoulder & Head,0.0,S1,4.0,5.510.514.686.809.600
34.0,Laki-laki,Pegawai swasta,Yogyakarta,10.824.755.333.308.100,1.0,1,6.184.245.287.263.530,164.433.612.331.003,Shoulder & Head,1.0,S2,4.0,735.166.153.617.453
49.0,Laki-laki,PNS,,9.696.755.608.742.650,1.0,0,4.893.159.743.244.870,1.886.096.867.673.040,Shoulder & Head,1.0,SD,2.0,6.887.740.739.009.270
31.0,Perempuan,Pengangguran,Serang,1.112.049.558.764.940,1.0,0,6.276.569.930.619.140,1.586.171.009.636.780,Shoulder & Head,0.0,S1,8.0,6.744.369.172.195.710
30.0,Laki-laki,Pegawai swasta,Semarang,15.441.363.479.892.400,1.0,0,63.085.288.420.925.400,16.011.710.530.853.400,Merpati,0.0,S1,7.0,48.613.366.169.617.400
22.0,Perempuan,Pegawai swasta,Bandung,15.531.664.068.021.400,1.0,0,46.683.700.946.398,16.690.440.234.823.100,Deadbuoy,0.0,S1,2.0,23.490.258.764.261.200
41.0,Perempuan,Pegawai swasta,Surabaya,520.677.624.232.829,1.0,1,590.356.679.564.004,15.608.681.576.940.800,Shoulder & Head,0.0,S1,9.0,6.866.731.384.719.780
46.0,Laki-laki,PNS,Padang,14.283.311.273.640.100,1.0,0,58.772.026.471.787.800,17.010.952.116.884.800,Shoulder & Head,1.0,S1,3.0,6.100.536.993.708.760
24.0,Perempuan,Pegawai swasta,Makassar,8.511.488.930.130.130,1.0,1,6.522.282.385.276.470,16.987.552.509.041.000,Deadbuoy,1.0,S1,2.0,6.019.921.093.232.310
35.0,Laki-laki,Pegawai swasta,Ambon,5.118.104.866.562.620,1.0,0,62.371.598.458.474.100,18.805.755.385.998.400,Pantone,1.0,SMP,6.0,4.779.460.052.226.960
40.0,Perempuan,Pegawai swasta,Banda Aceh,6.772.421.580.638.600,1.0,1,55.469.952.832.780.200,14.371.569.760.149.200,Shoulder & Head,1.0,S1,9.0,6.662.612.589.904.810
43.0,Laki-laki,PNS,Surabaya,72.642.579.404.565.600,1.0,0,6.675.513.557.694.280,1.928.453.942.774.960,Deadbuoy,1.0,S1,6.0,7.657.053.722.366.060
33.0,Laki-laki,Pegawai swasta,Yogyakarta,10.125.265.804.464.000,1.0,1,6.611.541.494.113.330,17.403.728.754.013.000,Deadbuoy,0.0,S1,10.0,6.648.601.977.545.910
47.0,Laki-laki,Pegawai swasta,Jambi,7.533.860.293.919.880,1.0,0,5.561.506.146.330.480,16.445.305.494.022.100,Merpati,0.0,SMA,4.0,48.187.319.010.716.400
40.0,Laki-laki,Freelance,Banda Aceh,840.894.048.821.794,1.0,0,4.925.756.339.261.910,1.735.437.561.203.240,,0.0,,6.0,34.013.136.682.406.200
38.0,Laki-laki,PNS,Semarang,778.235.579.073.367,1.0,0,5.503.634.958.046.990,1.625.658.894.336.600,Deadbuoy,1.0,SMA,2.0,5.436.783.188.207.280
45.0,Laki-laki,,Jakarta,8.028.272.212.426.010,1.0,0,5.124.558.384.161.600,1.693.486.033.396.490,Moonsilk,1.0,S1,4.0,5.657.145.948.340.460
40.0,Laki-laki,Pegawai swasta,Kendari,71.159.473.672.057.500,1.0,0,5.655.612.981.701.980,17.978.255.705.733.300,Pantone,0.0,SMP,1.0,2.757.831.660.623.370
28.0,Laki-laki,PNS,Makassar,7.753.852.926.483.940,1.0,0,43.957.952.304.166.800,14.518.343.819.480.500,Merpati,0.0,S1,4.0,43.270.105.424.373.600
34.0,Laki-laki,Pegawai swasta,Tanjungselor,661.234.402.177.279,1.0,0,6.711.964.407.995.500,16.598.268.182.214.200,Deadbuoy,0.0,,4.0,4.495.243.977.844.700
35.0,Laki-laki,Freelance,Semarang,4.538.042.262.452.020,1.0,0,5.994.620.626.176.440,15.684.630.415.765.200,Pantone,1.0,S2,10.0,45.918.582.149.185.100
41.0,Laki-laki,PNS,Pekanbaru,8.514.817.180.370.790,1.0,0,4.963.669.471.682.600,15.887.429.913.563.300,Deadbuoy,0.0,SMA,1.0,5.848.911.070.022.310
36.0,Laki-laki,PNS,Yogyakarta,5.932.165.988.584.150,1.0,0,4.560.350.292.704.580,16.290.948.294.009.300,Shoulder & Head,0.0,S1,8.0,6.053.363.089.456.390
61.0,Laki-laki,PNS,Jambi,7.126.739.306.286.040,1.0,1,460.136.293.192.179,1.563.792.376.699.280,Deadbuoy,1.0,S1,10.0,1.0
27.0,Perempuan,Pegawai swasta,Jayapura,9.147.744.289.440.000,1.0,0,4.552.264.150.870.800,16.166.549.228.466.100,Shoulder & Head,1.0,S1,2.0,359.753.748.922.519
22.0,Perempuan,Pegawai swasta,Bengkulu,10.937.139.122.574.100,1.0,1,5.871.666.432.662.570,17.706.821.695.939.900,Deadbuoy,0.0,S1,6.0,5.230.700.983.927.280
22.0,Laki-laki,Freelance,Banda Aceh,5.795.823.254.143.410,1.0,0,4.826.429.418.492.370,15.539.211.532.468.700,Moonsilk,1.0,SMA,5.0,3.609.808.263.761.780
33.0,Perempuan,Freelance,Padang,12.508.996.670.811.200,1.0,0,8.641.775.726.964.250,18.834.563.784.939.800,Deadbuoy,0.0,SMA,6.0,28.625.127.137.218.100
67.0,Laki-laki,Freelance,Banda Lampung,50.419.296.112.159.900,1.0,0,4.724.232.459.167.720,16.898.263.763.344.300,Shoulder & Head,0.0,SMP,2.0,47.370.143.510.579.500
40.0,Perempuan,PNS,Serang,6.001.280.390.597.050,1.0,0,56.978.413.421.897.000,15.554.757.612.431.700,Pantone,1.0,S1,5.0,4.560.089.032.535.050
30.0,Perempuan,PNS,Mataram,636.891.052.906.772,1.0,0,6.448.111.186.519.750,18.723.126.608.612.300,Shoulder & Head,1.0,SMA,10.0,5.281.503.115.408.860
36.0,Laki-laki,PNS,Semarang,9.059.392.937.158.810,1.0,0,6.723.571.206.963.280,17.388.967.966.064,Moonsilk,1.0,SMA,1.0,5.501.064.473.656.560
35.0,Laki-laki,PNS,Yogyakarta,3.849.106.068.009.430,1.0,1,51.913.746.192.982.000,16.391.686.361.440.900,Merpati,0.0,S1,8.0,7.710.771.442.171.550
43.0,Laki-laki,Freelance,Manokwari,5.994.325.297.799.600,1.0,0,5.159.552.868.569.580,1.799.420.118.729.020,Shoulder & Head,0.0,S1,7.0,4.347.922.467.095.660
37.0,Laki-laki,PNS,Tanjung Pinang,1.531.292.084.032.370,1.0,0,4.842.408.492.928.750,14.813.974.590.306.800,Deadbuoy,0.0,SMA,7.0,5.107.082.907.290.270
46.0,Perempuan,Pegawai swasta,Surabaya,9.958.787.191.845.210,1.0,0,5.012.125.791.127.440,17.566.362.496.483.500,Pantone,1.0,S1,8.0,5.417.035.235.255.590
55.0,Laki-laki,Pegawai swasta,Serang,9.198.852.130.844.120,1.0,0,52.589.978.252.046.600,1.578.558.635.820.050,Shoulder & Head,0.0,SMA,2.0,5.923.890.626.850.230
32.0,Laki-laki,PNS,Sofifi,8.712.681.136.969.880,1.0,,5.143.929.515.645.780,1.694.730.182.122.090,Pantone,0.0,S1,9.0,6.214.256.524.717.670
40.0,Laki-laki,PNS,Kupang,5.358.217.445.298.180,1.0,0,665.528.733.011.663,1.682.950.242.459.670,Merpati,0.0,S1,4.0,5.345.599.656.995.070
54.0,Laki-laki,Pegawai swasta,,6.725.099.716.264.920,1.0,0,7.230.629.770.203.270,17.239.987.047.282.100,Shoulder & Head,0.0,S2,10.0,7.043.015.432.756.360
28.0,Perempuan,PNS,Pangkalpinang,13.099.583.611.935.900,1.0,0,5.240.861.862.286.560,15.717.661.643.480.500,Shoulder & Head,0.0,SD,4.0,4.813.173.840.019.670
30.0,Laki-laki,PNS,Jakarta,12.911.543.505.218,1.0,0,6.827.780.142.908.260,17.190.019.813.785.500,Shoulder & Head,1.0,S2,2.0,5.369.765.096.008.420
46.0,Laki-laki,PNS,Ambon,6.403.922.452.948.720,1.0,0,5.355.134.274.767.350,14.121.709.641.342.400,Moonsilk,1.0,SMA,2.0,7.166.240.886.406.470
46.0,Laki-laki,Pegawai swasta,Samarinda,1.180.219.678.050.000,1.0,0,567.327.135.943.319,1.710.978.032.648.850,Deadbuoy,0.0,S1,5.0,6.487.283.881.798.460
51.0,Laki-laki,PNS,Banda Lampung,16.895.546.283.551.100,1.0,1,56.772.455.912.476,15.426.370.873.431.800,Shoulder & Head,1.0,SMP,2.0,9.501.142.613.012.040
54.0,Laki-laki,Pegawai swasta,Semarang,8.160.534.387.931.840,1.0,0,,15.348.250.286.640.900,Moonsilk,1.0,S2,4.0,7.611.894.268.086.170
